Designator,Mid X,Mid Y,Rotation,Layer
C1,144.925,-92.0625,0.0,top
C2,145.6,-88.95,270.0,top
FID1,118.4,-70.4,0.0,top
FID2,150.6,-70.4,0.0,top
FID3,111.4,-117.8,0.0,top
J1,135.5,-86.495,0.0,top
J2,144.2772,-77.77375,270.0,top
J3,151.0097,-82.37375,270.0,top
J4,157.2097,-82.37375,270.0,top
L1,140.2597,-84.02375,90.0,top
R1,140.0,-88.75,90.0,top
R2,145.7722,-81.02375,0.0,top
U1,116.42,-84.73,0.0,top
U2,146.61,-106.35,180.0,top
U3,142.75,-88.825,0.0,top
U4,143.6597,-84.22375,90.0,top
