Designator,Mid X,Mid Y,Rotation,Layer
J1,169.5,-97.0,90.0,top
J2,170.505,-61.95,270.0,top
J3,170.505,-69.57,270.0,top
J4,170.505,-77.19,270.0,top
J5,170.505,-65.76,270.0,top
J6,170.505,-73.38,270.0,top
J7,170.505,-81.0,270.0,top
J8,175.5,-97.0,90.0,top
U1,139.16,-77.89,0.0,top
