Designator,Mid X,Mid Y,Rotation,Layer
C1,177.4,-79.4,270.0,top
C2,176.8,-82.8,0.0,top
FID1,152.2,-56.2,0.0,top
FID2,176.6,-56.2,0.0,top
FID3,144.4,-90.6,0.0,top
J1,163.0,-58.5,0.0,top
J11,171.0,-65.73,0.0,top
J2,177.4,-69.07,0.0,top
J3,146.0,-72.0,90.0,top
J4,182.95,-72.4,270.0,top
J9,173.2,-91.6,270.0,top
L1,174.0,-73.4,90.0,top
R1,156.2,-60.05,90.0,top
R2,171.6,-79.4,90.0,top
R3,174.4,-67.8,90.0,top
U1,152.0,-63.82,0.0,top
U2,174.4903,-79.40125,0.0,top
U3,177.45,-75.3375,90.0,top
