Designator,Footprint,Quantity,Value,LCSC Part #
J1,XBee 3 TH No Outline,1,Conn_01x20,
J2,XBee 3 TH,1,Conn_01x20,
J3,JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,1,Conn_01x04,
